collection_date,host,geo_loc_name,lat_lon,library_name,east_west,phts25p0,phtsinsitutp,salinity
2010-08,Syringodium isoetifolium,Indonesia: Sanur,8.68645 S 115.26549 E,Sanur_10,Mid,7.5217,7.76989,34.6309
2010-08,Syringodium isoetifolium,Indonesia: Sanur,8.68645 S 115.26549 E,Sanur_10,Mid,7.5302,7.77394,34.6473
2010-08,Syringodium isoetifolium,Indonesia: Sanur,8.68645 S 115.26549 E,Sanur_10,Mid,7.5535,7.7842,34.6643
2010-08,Syringodium isoetifolium,Indonesia: Sanur,8.68645 S 115.26549 E,Sanur_10,Mid,7.5714,7.78584,34.6751
2010-08,Syringodium isoetifolium,Indonesia: Sanur,8.68645 S 115.26549 E,Sanur_10,Mid,7.5787,7.77346,34.6793
2010-08,Syringodium isoetifolium,Indonesia: Sanur,8.68645 S 115.26549 E,Sanur_10,Mid,7.5884,7.76409,34.686
2010-08,Syringodium isoetifolium,Indonesia: Sanur,8.68645 S 115.26549 E,Sanur_10,Mid,7.5878,7.75311,34.688
2010-08,Syringodium isoetifolium,Indonesia: Sanur,8.68645 S 115.26549 E,Sanur_10,Mid,-9999,-9999,33.7788
2010-08,Syringodium isoetifolium,Indonesia: Sanur,8.68645 S 115.26549 E,Sanur_10,Mid,-9999,-9999,33.7678
2010-08,Syringodium isoetifolium,Indonesia: Sanur,8.68645 S 115.26549 E,Sanur_10,Mid,-9999,-9999,33.8957
2010-08,Syringodium isoetifolium,Indonesia: Sanur,8.68645 S 115.26549 E,Sanur_10,Mid,-9999,-9999,34.5805
2010-08,Syringodium isoetifolium,Indonesia: Sanur,8.68645 S 115.26549 E,Sanur_10,Mid,-9999,-9999,34.8236
2010-08,Syringodium isoetifolium,Indonesia: Sanur,8.68645 S 115.26549 E,Sanur_10,Mid,-9999,-9999,34.5444
2010-08,Syringodium isoetifolium,Indonesia: Sanur,8.68645 S 115.26549 E,Sanur_10,Mid,-9999,-9999,34.5983
2010-08,Syringodium isoetifolium,Indonesia: Sanur,8.68645 S 115.26549 E,Sanur_10,Mid,-9999,-9999,34.5627
2010-08,Syringodium isoetifolium,Indonesia: Sanur,8.68645 S 115.26549 E,Sanur_10,Mid,-9999,-9999,34.5486
2010-08,Syringodium isoetifolium,Indonesia: Sanur,8.68645 S 115.26549 E,Sanur_10,Mid,-9999,-9999,34.538
2010-08,Syringodium isoetifolium,Indonesia: Sanur,8.68645 S 115.26549 E,Sanur_10,Mid,-9999,-9999,34.5537
2010-08,Syringodium isoetifolium,Indonesia: Sanur,8.68645 S 115.26549 E,Sanur_10,Mid,-9999,-9999,34.5731
2010-08,Syringodium isoetifolium,Indonesia: Sanur,8.68645 S 115.26549 E,Sanur_10,Mid,-9999,-9999,34.6181
2010-08,Syringodium isoetifolium,Indonesia: Sanur,8.68645 S 115.26549 E,Sanur_10,Mid,-9999,-9999,34.6479
2010-08,Syringodium isoetifolium,Indonesia: Sanur,8.68645 S 115.26549 E,Sanur_10,Mid,-9999,-9999,34.6684
2010-08,Syringodium isoetifolium,Indonesia: Sanur,8.68645 S 115.26549 E,Sanur_10,Mid,-9999,-9999,34.6769
2010-08,Syringodium isoetifolium,Indonesia: Sanur,8.68645 S 115.26549 E,Sanur_10,Mid,-9999,-9999,34.6821
2010-08,Syringodium isoetifolium,Indonesia: Sanur,8.68645 S 115.26549 E,Sanur_10,Mid,-9999,-9999,34.6883
2010-08,Syringodium isoetifolium,Indonesia: Sanur,8.68645 S 115.26549 E,Sanur_10,Mid,-9999,-9999,34.6896
2010-08,Syringodium isoetifolium,Indonesia: Sanur,8.68645 S 115.26549 E,Sanur_11,Mid,8.1358,8.06208,34.5153
2010-08,Syringodium isoetifolium,Indonesia: Sanur,8.68645 S 115.26549 E,Sanur_11,Mid,8.1284,8.05337,34.6975
2010-08,Syringodium isoetifolium,Indonesia: Sanur,8.68645 S 115.26549 E,Sanur_11,Mid,8.1288,8.05467,34.833
2010-08,Syringodium isoetifolium,Indonesia: Sanur,8.68645 S 115.26549 E,Sanur_11,Mid,7.9833,7.99423,34.8764
2010-08,Syringodium isoetifolium,Indonesia: Sanur,8.68645 S 115.26549 E,Sanur_11,Mid,7.561,7.76203,34.5592
2010-08,Syringodium isoetifolium,Indonesia: Sanur,8.68645 S 115.26549 E,Sanur_11,Mid,7.5857,7.80651,34.6001
2010-08,Syringodium isoetifolium,Indonesia: Sanur,8.68645 S 115.26549 E,Sanur_11,Mid,7.5798,7.81135,34.5538
2010-08,Syringodium isoetifolium,Indonesia: Sanur,8.68645 S 115.26549 E,Sanur_11,Mid,7.5726,7.80613,34.5494
2010-08,Syringodium isoetifolium,Indonesia: Sanur,8.68645 S 115.26549 E,Sanur_11,Mid,7.5313,7.76948,34.5321
2010-08,Syringodium isoetifolium,Indonesia: Sanur,8.68645 S 115.26549 E,Sanur_11,Mid,7.517,7.76648,34.5527
2010-08,Syringodium isoetifolium,Indonesia: Sanur,8.68645 S 115.26549 E,Sanur_11,Mid,7.5102,7.76018,34.5845
2010-08,Syringodium isoetifolium,Indonesia: Sanur,8.68645 S 115.26549 E,Sanur_11,Mid,7.5107,7.75844,34.6034
2010-08,Syringodium isoetifolium,Indonesia: Sanur,8.68645 S 115.26549 E,Sanur_11,Mid,7.531,7.77289,34.6403
2010-08,Syringodium isoetifolium,Indonesia: Sanur,8.68645 S 115.26549 E,Sanur_11,Mid,7.5534,7.78342,34.6616
2010-08,Syringodium isoetifolium,Indonesia: Sanur,8.68645 S 115.26549 E,Sanur_11,Mid,7.5665,7.77995,34.6735
2010-08,Syringodium isoetifolium,Indonesia: Sanur,8.68645 S 115.26549 E,Sanur_11,Mid,7.5752,7.77972,34.6763
2010-08,Syringodium isoetifolium,Indonesia: Sanur,8.68645 S 115.26549 E,Sanur_11,Mid,7.585,7.77045,34.6829
2010-08,Syringodium isoetifolium,Indonesia: Sanur,8.68645 S 115.26549 E,Sanur_11,Mid,7.5919,7.76811,34.6872
2010-08,Syringodium isoetifolium,Indonesia: Sanur,8.68645 S 115.26549 E,Sanur_11,Mid,-9999,-9999,34.5184
2010-08,Syringodium isoetifolium,Indonesia: Sanur,8.68645 S 115.26549 E,Sanur_11,Mid,-9999,-9999,34.5172
2010-08,Syringodium isoetifolium,Indonesia: Sanur,8.68645 S 115.26549 E,Sanur_11,Mid,-9999,-9999,34.5936
2010-08,Syringodium isoetifolium,Indonesia: Sanur,8.68645 S 115.26549 E,Sanur_11,Mid,-9999,-9999,34.9701
2010-08,Syringodium isoetifolium,Indonesia: Sanur,8.68645 S 115.26549 E,Sanur_11,Mid,-9999,-9999,34.7019
2010-08,Syringodium isoetifolium,Indonesia: Sanur,8.68645 S 115.26549 E,Sanur_11,Mid,-9999,-9999,34.5289
2010-08,Syringodium isoetifolium,Indonesia: Sanur,8.68645 S 115.26549 E,Sanur_11,Mid,-9999,-9999,34.5702
2010-08,Syringodium isoetifolium,Indonesia: Sanur,8.68645 S 115.26549 E,Sanur_11,Mid,-9999,-9999,34.5592
2010-08,Syringodium isoetifolium,Indonesia: Sanur,8.68645 S 115.26549 E,Sanur_11,Mid,-9999,-9999,34.5423
2010-08,Syringodium isoetifolium,Indonesia: Sanur,8.68645 S 115.26549 E,Sanur_11,Mid,-9999,-9999,34.5411
2010-08,Syringodium isoetifolium,Indonesia: Sanur,8.68645 S 115.26549 E,Sanur_11,Mid,-9999,-9999,34.5468
2010-08,Syringodium isoetifolium,Indonesia: Sanur,8.68645 S 115.26549 E,Sanur_11,Mid,-9999,-9999,34.5776
2010-08,Syringodium isoetifolium,Indonesia: Sanur,8.68645 S 115.26549 E,Sanur_11,Mid,-9999,-9999,34.6115
2010-08,Syringodium isoetifolium,Indonesia: Sanur,8.68645 S 115.26549 E,Sanur_11,Mid,-9999,-9999,34.6452
2010-08,Syringodium isoetifolium,Indonesia: Sanur,8.68645 S 115.26549 E,Sanur_11,Mid,-9999,-9999,34.6646
2010-08,Syringodium isoetifolium,Indonesia: Sanur,8.68645 S 115.26549 E,Sanur_11,Mid,-9999,-9999,34.6759
2010-08,Syringodium isoetifolium,Indonesia: Sanur,8.68645 S 115.26549 E,Sanur_11,Mid,-9999,-9999,34.6809
2010-08,Syringodium isoetifolium,Indonesia: Sanur,8.68645 S 115.26549 E,Sanur_11,Mid,-9999,-9999,34.6852
2010-08,Syringodium isoetifolium,Indonesia: Sanur,8.68645 S 115.26549 E,Sanur_11,Mid,-9999,-9999,34.6881
2010-08,Syringodium isoetifolium,Indonesia: Sanur,8.68645 S 115.26549 E,Sanur_11,Mid,8.1469,8.07079,34.0793
2010-08,Syringodium isoetifolium,Indonesia: Sanur,8.68645 S 115.26549 E,Sanur_11,Mid,8.1324,8.05781,34.6156
2010-08,Syringodium isoetifolium,Indonesia: Sanur,8.68645 S 115.26549 E,Sanur_11,Mid,8.1174,8.04452,35.0058
2010-08,Syringodium isoetifolium,Indonesia: Sanur,8.68645 S 115.26549 E,Sanur_11,Mid,8.0157,7.99906,34.7697
2010-08,Syringodium isoetifolium,Indonesia: Sanur,8.68645 S 115.26549 E,Sanur_11,Mid,7.6953,7.87952,34.5301
2010-08,Syringodium isoetifolium,Indonesia: Sanur,8.68645 S 115.26549 E,Sanur_11,Mid,7.5657,7.78697,34.5147
2010-08,Syringodium isoetifolium,Indonesia: Sanur,8.68645 S 115.26549 E,Sanur_11,Mid,7.5992,7.82459,34.5843
2010-08,Syringodium isoetifolium,Indonesia: Sanur,8.68645 S 115.26549 E,Sanur_11,Mid,7.5501,7.78372,34.5438
2010-08,Syringodium isoetifolium,Indonesia: Sanur,8.68645 S 115.26549 E,Sanur_11,Mid,7.5042,7.74605,34.5397
2010-08,Syringodium isoetifolium,Indonesia: Sanur,8.68645 S 115.26549 E,Sanur_11,Mid,7.5032,7.74927,34.5551
2010-08,Syringodium isoetifolium,Indonesia: Sanur,8.68645 S 115.26549 E,Sanur_11,Mid,7.508,7.75863,34.5807
2010-08,Syringodium isoetifolium,Indonesia: Sanur,8.68645 S 115.26549 E,Sanur_11,Mid,7.5137,7.76065,34.6204
2010-08,Syringodium isoetifolium,Indonesia: Sanur,8.68645 S 115.26549 E,Sanur_11,Mid,7.5397,7.77945,34.6545
2010-08,Syringodium isoetifolium,Indonesia: Sanur,8.68645 S 115.26549 E,Sanur_11,Mid,7.5595,7.7843,34.6667
2010-08,Syringodium isoetifolium,Indonesia: Sanur,8.68645 S 115.26549 E,Sanur_11,Mid,7.5668,7.78352,34.6732
2010-08,Syringodium isoetifolium,Indonesia: Sanur,8.68645 S 115.26549 E,Sanur_11,Mid,7.5753,7.77287,34.6793
2010-08,Syringodium isoetifolium,Indonesia: Sanur,8.68645 S 115.26549 E,Sanur_11,Mid,7.5866,7.76543,34.6869
2010-08,Syringodium isoetifolium,Indonesia: Sanur,8.68645 S 115.26549 E,Sanur_11,Mid,7.5865,7.752,34.6877
2010-08,Syringodium isoetifolium,Indonesia: Sanur,8.68645 S 115.26549 E,Sanur_11,Mid,-9999,-9999,33.8535
2010-08,Syringodium isoetifolium,Indonesia: Sanur,8.68645 S 115.26549 E,Sanur_11,Mid,-9999,-9999,33.9478
2010-08,Syringodium isoetifolium,Indonesia: Sanur,8.68645 S 115.26549 E,Sanur_11,Mid,-9999,-9999,34.6042
2010-08,Syringodium isoetifolium,Indonesia: Sanur,8.68645 S 115.26549 E,Sanur_11,Mid,-9999,-9999,34.7904
2010-08,Syringodium isoetifolium,Indonesia: Sanur,8.68645 S 115.26549 E,Sanur_11,Mid,-9999,-9999,34.8036
2010-08,Syringodium isoetifolium,Indonesia: Sanur,8.68645 S 115.26549 E,Sanur_11,Mid,-9999,-9999,34.5256
2010-08,Syringodium isoetifolium,Indonesia: Sanur,8.68645 S 115.26549 E,Sanur_11,Mid,-9999,-9999,34.5974
2010-08,Syringodium isoetifolium,Indonesia: Sanur,8.68645 S 115.26549 E,Sanur_11,Mid,-9999,-9999,34.5935
2010-08,Syringodium isoetifolium,Indonesia: Sanur,8.68645 S 115.26549 E,Sanur_11,Mid,-9999,-9999,34.5532
2010-08,Syringodium isoetifolium,Indonesia: Sanur,8.68645 S 115.26549 E,Sanur_11,Mid,-9999,-9999,34.5394
2010-08,Syringodium isoetifolium,Indonesia: Sanur,8.68645 S 115.26549 E,Sanur_11,Mid,-9999,-9999,34.5535
2010-08,Syringodium isoetifolium,Indonesia: Sanur,8.68645 S 115.26549 E,Sanur_11,Mid,-9999,-9999,34.5697
2010-08,Syringodium isoetifolium,Indonesia: Sanur,8.68645 S 115.26549 E,Sanur_11,Mid,-9999,-9999,34.6098
2010-08,Syringodium isoetifolium,Indonesia: Sanur,8.68645 S 115.26549 E,Sanur_11,Mid,-9999,-9999,34.647
2010-08,Syringodium isoetifolium,Indonesia: Sanur,8.68645 S 115.26549 E,Sanur_11,Mid,-9999,-9999,34.6643
2010-08,Syringodium isoetifolium,Indonesia: Sanur,8.68645 S 115.26549 E,Sanur_11,Mid,-9999,-9999,34.6718
2010-08,Syringodium isoetifolium,Indonesia: Sanur,8.68645 S 115.26549 E,Sanur_11,Mid,-9999,-9999,34.6781
2010-08,Syringodium isoetifolium,Indonesia: Sanur,8.68645 S 115.26549 E,Sanur_11,Mid,-9999,-9999,34.6851
2010-08,Syringodium isoetifolium,Indonesia: Sanur,8.68645 S 115.26549 E,Sanur_11,Mid,-9999,-9999,34.6886
2010-08,Syringodium isoetifolium,Indonesia: Sanur,8.68645 S 115.26549 E,Sanur_11,Mid,8.155,8.07656,33.765
2010-08,Syringodium isoetifolium,Indonesia: Sanur,8.68645 S 115.26549 E,Sanur_11,Mid,8.1468,8.06704,33.8965
2010-08,Syringodium isoetifolium,Indonesia: Sanur,8.68645 S 115.26549 E,Sanur_11,Mid,8.1034,8.0422,34.6057
2010-08,Syringodium isoetifolium,Indonesia: Sanur,8.68645 S 115.26549 E,Sanur_11,Mid,7.9769,7.99315,34.853
2010-08,Syringodium isoetifolium,Indonesia: Sanur,8.68645 S 115.26549 E,Sanur_11,Mid,7.6508,7.84232,34.4962
2010-08,Syringodium isoetifolium,Indonesia: Sanur,8.68645 S 115.26549 E,Sanur_11,Mid,7.5185,7.72647,34.5984
2010-08,Syringodium isoetifolium,Indonesia: Sanur,8.68645 S 115.26549 E,Sanur_11,Mid,7.5856,7.81126,34.5803
2010-08,Syringodium isoetifolium,Indonesia: Sanur,8.68645 S 115.26549 E,Sanur_11,Mid,7.5742,7.80694,34.554
2010-08,Syringodium isoetifolium,Indonesia: Sanur,8.68645 S 115.26549 E,Sanur_11,Mid,7.5158,7.7511,34.5346
2010-08,Syringodium isoetifolium,Indonesia: Sanur,8.68645 S 115.26549 E,Sanur_11,Mid,7.4958,7.73948,34.544
2010-08,Syringodium isoetifolium,Indonesia: Sanur,8.68645 S 115.26549 E,Sanur_11,Mid,7.4999,7.74936,34.5725
2010-08,Syringodium isoetifolium,Indonesia: Sanur,8.68645 S 115.26549 E,Sanur_11,Mid,7.5142,7.76374,34.6191
2010-08,Syringodium isoetifolium,Indonesia: Sanur,8.68645 S 115.26549 E,Sanur_11,Mid,7.537,7.77832,34.649
2010-08,Syringodium isoetifolium,Indonesia: Sanur,8.68645 S 115.26549 E,Sanur_11,Mid,7.5589,7.78658,34.6664
2010-08,Syringodium isoetifolium,Indonesia: Sanur,8.68645 S 115.26549 E,Sanur_11,Mid,7.5747,7.78548,34.6762
2010-08,Syringodium isoetifolium,Indonesia: Sanur,8.68645 S 115.26549 E,Sanur_11,Mid,7.5792,7.77009,34.6816
2010-08,Syringodium isoetifolium,Indonesia: Sanur,8.68645 S 115.26549 E,Sanur_11,Mid,7.5886,7.77113,34.6855
2010-08,Syringodium isoetifolium,Indonesia: Sanur,8.68645 S 115.26549 E,Sanur_11,Mid,7.5911,7.75366,34.6889
2010-08,Syringodium isoetifolium,Indonesia: Sanur,8.68645 S 115.26549 E,Sanur_11,Mid,-9999,-9999,33.776
2010-08,Syringodium isoetifolium,Indonesia: Sanur,8.68645 S 115.26549 E,Sanur_11,Mid,-9999,-9999,33.7523
2010-08,Syringodium isoetifolium,Indonesia: Sanur,8.68645 S 115.26549 E,Sanur_11,Mid,-9999,-9999,33.7683
2010-08,Syringodium isoetifolium,Indonesia: Sanur,8.68645 S 115.26549 E,Sanur_11,Mid,-9999,-9999,34.5283
2010-08,Syringodium isoetifolium,Indonesia: Sanur,8.68645 S 115.26549 E,Sanur_11,Mid,-9999,-9999,34.8202
2010-08,Syringodium isoetifolium,Indonesia: Sanur,8.68645 S 115.26549 E,Sanur_11,Mid,-9999,-9999,34.5114
2010-08,Syringodium isoetifolium,Indonesia: Sanur,8.68645 S 115.26549 E,Sanur_11,Mid,-9999,-9999,34.5998
2010-08,Syringodium isoetifolium,Indonesia: Sanur,8.68645 S 115.26549 E,Sanur_11,Mid,-9999,-9999,34.5766
2010-08,Syringodium isoetifolium,Indonesia: Sanur,8.68645 S 115.26549 E,Sanur_11,Mid,-9999,-9999,34.5517
2010-08,Syringodium isoetifolium,Indonesia: Sanur,8.68645 S 115.26549 E,Sanur_11,Mid,-9999,-9999,34.5401
2010-08,Syringodium isoetifolium,Indonesia: Sanur,8.68645 S 115.26549 E,Sanur_11,Mid,-9999,-9999,34.555
2010-08,Syringodium isoetifolium,Indonesia: Sanur,8.68645 S 115.26549 E,Sanur_11,Mid,-9999,-9999,34.5795
2010-08,Syringodium isoetifolium,Indonesia: Sanur,8.68645 S 115.26549 E,Sanur_11,Mid,-9999,-9999,34.6254
2010-08,Syringodium isoetifolium,Indonesia: Sanur,8.68645 S 115.26549 E,Sanur_11,Mid,-9999,-9999,34.6539
2010-08,Syringodium isoetifolium,Indonesia: Sanur,8.68645 S 115.26549 E,Sanur_11,Mid,-9999,-9999,34.671
2010-08,Syringodium isoetifolium,Indonesia: Sanur,8.68645 S 115.26549 E,Sanur_11,Mid,-9999,-9999,34.6778
2010-08,Syringodium isoetifolium,Indonesia: Sanur,8.68645 S 115.26549 E,Sanur_11,Mid,-9999,-9999,34.6843
2010-08,Syringodium isoetifolium,Indonesia: Sanur,8.68645 S 115.26549 E,Sanur_11,Mid,-9999,-9999,34.6883
2010-08,Syringodium isoetifolium,Indonesia: Sanur,8.68645 S 115.26549 E,Sanur_11,Mid,-9999,-9999,34.689
2010-08,Syringodium isoetifolium,Indonesia: Sanur,8.68645 S 115.26549 E,Sanur_11,Mid,8.1485,8.07192,33.7227
2010-08,Syringodium isoetifolium,Indonesia: Sanur,8.68645 S 115.26549 E,Sanur_11,Mid,8.1427,8.06449,33.8371
2010-08,Syringodium isoetifolium,Indonesia: Sanur,8.68645 S 115.26549 E,Sanur_11,Mid,8.1002,8.04608,34.5382
2010-08,Syringodium isoetifolium,Indonesia: Sanur,8.68645 S 115.26549 E,Sanur_11,Mid,7.9288,7.96265,34.9971
2010-08,Syringodium isoetifolium,Indonesia: Sanur,8.68645 S 115.26549 E,Sanur_11,Mid,7.7006,7.86922,34.5906
2010-08,Syringodium isoetifolium,Indonesia: Sanur,8.68645 S 115.26549 E,Sanur_11,Mid,7.5944,7.80636,34.5638
2010-08,Syringodium isoetifolium,Indonesia: Sanur,8.68645 S 115.26549 E,Sanur_11,Mid,7.5466,7.76805,34.5776
2010-08,Syringodium isoetifolium,Indonesia: Sanur,8.68645 S 115.26549 E,Sanur_11,Mid,7.5592,7.7901,34.5564
2010-08,Syringodium isoetifolium,Indonesia: Sanur,8.68645 S 115.26549 E,Sanur_11,Mid,7.4897,7.72473,34.5373
2010-08,Syringodium isoetifolium,Indonesia: Sanur,8.68645 S 115.26549 E,Sanur_11,Mid,7.4969,7.74256,34.5496
2010-08,Syringodium isoetifolium,Indonesia: Sanur,8.68645 S 115.26549 E,Sanur_11,Mid,7.4985,7.74823,34.5869
2010-08,Syringodium isoetifolium,Indonesia: Sanur,8.68645 S 115.26549 E,Sanur_11,Mid,7.5217,7.76989,34.6309
2010-08,Syringodium isoetifolium,Indonesia: Sanur,8.68645 S 115.26549 E,Sanur_11,Mid,7.5302,7.77394,34.6473
2010-08,Syringodium isoetifolium,Indonesia: Sanur,8.68645 S 115.26549 E,Sanur_11,Mid,7.5535,7.7842,34.6643
2010-08,Syringodium isoetifolium,Indonesia: Sanur,8.68645 S 115.26549 E,Sanur_11,Mid,7.5714,7.78584,34.6751
2010-08,Syringodium isoetifolium,Indonesia: Sanur,8.68645 S 115.26549 E,Sanur_11,Mid,7.5787,7.77346,34.6793
2010-08,Syringodium isoetifolium,Indonesia: Sanur,8.68645 S 115.26549 E,Sanur_11,Mid,7.5884,7.76409,34.686
2010-08,Syringodium isoetifolium,Indonesia: Sanur,8.68645 S 115.26549 E,Sanur_11,Mid,7.5878,7.75311,34.688
2010-08,Syringodium isoetifolium,Indonesia: Sanur,8.68645 S 115.26549 E,Sanur_11,Mid,-9999,-9999,33.7788
2010-08,Syringodium isoetifolium,Indonesia: Sanur,8.68645 S 115.26549 E,Sanur_11,Mid,-9999,-9999,33.7678
2010-08,Syringodium isoetifolium,Indonesia: Sanur,8.68645 S 115.26549 E,Sanur_11,Mid,-9999,-9999,33.8957
2010-08,Syringodium isoetifolium,Indonesia: Sanur,8.68645 S 115.26549 E,Sanur_11,Mid,-9999,-9999,34.5805
2010-08,Syringodium isoetifolium,Indonesia: Sanur,8.68645 S 115.26549 E,Sanur_11,Mid,-9999,-9999,34.8236
2010-08,Syringodium isoetifolium,Indonesia: Sanur,8.68645 S 115.26549 E,Sanur_11,Mid,-9999,-9999,34.5444
2010-08,Syringodium isoetifolium,Indonesia: Sanur,8.68645 S 115.26549 E,Sanur_11,Mid,-9999,-9999,34.5983
2010-08,Syringodium isoetifolium,Indonesia: Sanur,8.68645 S 115.26549 E,Sanur_11,Mid,-9999,-9999,34.5627
2010-08,Syringodium isoetifolium,Indonesia: Sanur,8.68645 S 115.26549 E,Sanur_11,Mid,-9999,-9999,34.5486
2010-08,Syringodium isoetifolium,Indonesia: Sanur,8.68645 S 115.26549 E,Sanur_11,Mid,-9999,-9999,34.538
2010-08,Syringodium isoetifolium,Indonesia: Sanur,8.68645 S 115.26549 E,Sanur_11,Mid,-9999,-9999,34.5537
2010-08,Syringodium isoetifolium,Indonesia: Sanur,8.68645 S 115.26549 E,Sanur_11,Mid,-9999,-9999,34.5731
2010-08,Syringodium isoetifolium,Indonesia: Sanur,8.68645 S 115.26549 E,Sanur_11,Mid,-9999,-9999,34.6181
2010-08,Syringodium isoetifolium,Indonesia: Sanur,8.68645 S 115.26549 E,Sanur_11,Mid,-9999,-9999,34.6479
2010-08,Syringodium isoetifolium,Indonesia: Sanur,8.68645 S 115.26549 E,Sanur_11,Mid,-9999,-9999,34.6684
2010-08,Syringodium isoetifolium,Indonesia: Sanur,8.68645 S 115.26549 E,Sanur_11,Mid,-9999,-9999,34.6769
2010-08,Syringodium isoetifolium,Indonesia: Sanur,8.68645 S 115.26549 E,Sanur_11,Mid,-9999,-9999,34.6821
2010-08,Syringodium isoetifolium,Indonesia: Sanur,8.68645 S 115.26549 E,Sanur_11,Mid,-9999,-9999,34.6883
2010-08,Syringodium isoetifolium,Indonesia: Sanur,8.68645 S 115.26549 E,Sanur_11,Mid,-9999,-9999,34.6896
2010-08,Syringodium isoetifolium,Indonesia: Sanur,8.68645 S 115.26549 E,Sanur_12,Mid,8.1358,8.06208,34.5153
2010-08,Syringodium isoetifolium,Indonesia: Sanur,8.68645 S 115.26549 E,Sanur_12,Mid,8.1284,8.05337,34.6975
2010-08,Syringodium isoetifolium,Indonesia: Sanur,8.68645 S 115.26549 E,Sanur_12,Mid,8.1288,8.05467,34.833
2010-08,Syringodium isoetifolium,Indonesia: Sanur,8.68645 S 115.26549 E,Sanur_12,Mid,7.9833,7.99423,34.8764
2010-08,Syringodium isoetifolium,Indonesia: Sanur,8.68645 S 115.26549 E,Sanur_12,Mid,7.561,7.76203,34.5592
2010-08,Syringodium isoetifolium,Indonesia: Sanur,8.68645 S 115.26549 E,Sanur_12,Mid,7.5857,7.80651,34.6001
2010-08,Syringodium isoetifolium,Indonesia: Sanur,8.68645 S 115.26549 E,Sanur_12,Mid,7.5798,7.81135,34.5538
2010-08,Syringodium isoetifolium,Indonesia: Sanur,8.68645 S 115.26549 E,Sanur_12,Mid,7.5726,7.80613,34.5494
2010-08,Syringodium isoetifolium,Indonesia: Sanur,8.68645 S 115.26549 E,Sanur_12,Mid,7.5313,7.76948,34.5321
2010-08,Syringodium isoetifolium,Indonesia: Sanur,8.68645 S 115.26549 E,Sanur_12,Mid,7.517,7.76648,34.5527
2010-08,Syringodium isoetifolium,Indonesia: Sanur,8.68645 S 115.26549 E,Sanur_12,Mid,7.5102,7.76018,34.5845
2010-08,Syringodium isoetifolium,Indonesia: Sanur,8.68645 S 115.26549 E,Sanur_12,Mid,7.5107,7.75844,34.6034
2010-08,Syringodium isoetifolium,Indonesia: Sanur,8.68645 S 115.26549 E,Sanur_12,Mid,7.531,7.77289,34.6403
2010-08,Syringodium isoetifolium,Indonesia: Sanur,8.68645 S 115.26549 E,Sanur_12,Mid,7.5534,7.78342,34.6616
2010-08,Syringodium isoetifolium,Indonesia: Sanur,8.68645 S 115.26549 E,Sanur_12,Mid,7.5665,7.77995,34.6735
2010-08,Syringodium isoetifolium,Indonesia: Sanur,8.68645 S 115.26549 E,Sanur_12,Mid,7.5752,7.77972,34.6763
2010-08,Syringodium isoetifolium,Indonesia: Sanur,8.68645 S 115.26549 E,Sanur_12,Mid,7.585,7.77045,34.6829
2010-08,Syringodium isoetifolium,Indonesia: Sanur,8.68645 S 115.26549 E,Sanur_12,Mid,7.5919,7.76811,34.6872
2010-08,Syringodium isoetifolium,Indonesia: Sanur,8.68645 S 115.26549 E,Sanur_12,Mid,-9999,-9999,34.5184
2010-08,Syringodium isoetifolium,Indonesia: Sanur,8.68645 S 115.26549 E,Sanur_12,Mid,-9999,-9999,34.5172
2010-08,Syringodium isoetifolium,Indonesia: Sanur,8.68645 S 115.26549 E,Sanur_12,Mid,-9999,-9999,34.5936
2010-08,Syringodium isoetifolium,Indonesia: Sanur,8.68645 S 115.26549 E,Sanur_12,Mid,-9999,-9999,34.9701
2010-08,Syringodium isoetifolium,Indonesia: Sanur,8.68645 S 115.26549 E,Sanur_12,Mid,-9999,-9999,34.7019
2010-08,Syringodium isoetifolium,Indonesia: Sanur,8.68645 S 115.26549 E,Sanur_12,Mid,-9999,-9999,34.5289
2010-08,Syringodium isoetifolium,Indonesia: Sanur,8.68645 S 115.26549 E,Sanur_12,Mid,-9999,-9999,34.5702
2010-08,Syringodium isoetifolium,Indonesia: Sanur,8.68645 S 115.26549 E,Sanur_12,Mid,-9999,-9999,34.5592
2010-08,Syringodium isoetifolium,Indonesia: Sanur,8.68645 S 115.26549 E,Sanur_12,Mid,-9999,-9999,34.5423
2010-08,Syringodium isoetifolium,Indonesia: Sanur,8.68645 S 115.26549 E,Sanur_12,Mid,-9999,-9999,34.5411
2010-08,Syringodium isoetifolium,Indonesia: Sanur,8.68645 S 115.26549 E,Sanur_12,Mid,-9999,-9999,34.5468
2010-08,Syringodium isoetifolium,Indonesia: Sanur,8.68645 S 115.26549 E,Sanur_12,Mid,-9999,-9999,34.5776
2010-08,Syringodium isoetifolium,Indonesia: Sanur,8.68645 S 115.26549 E,Sanur_12,Mid,-9999,-9999,34.6115
2010-08,Syringodium isoetifolium,Indonesia: Sanur,8.68645 S 115.26549 E,Sanur_12,Mid,-9999,-9999,34.6452
2010-08,Syringodium isoetifolium,Indonesia: Sanur,8.68645 S 115.26549 E,Sanur_12,Mid,-9999,-9999,34.6646
2010-08,Syringodium isoetifolium,Indonesia: Sanur,8.68645 S 115.26549 E,Sanur_12,Mid,-9999,-9999,34.6759
